Sentence,VADER_neg,VADER_neu,VADER_pos,VADER_compound,VADER_Sentiment
"According to the movie Mat Kilau , you are the one who wants to fight , curse 7 generations . It's a movie . No one is forcing you to watch , this is not Japanese Kempitei forcing you to watch Nihon propaganda . The Producers are laughing their way to the bank , the more rowdy the more people watch the movie",0.165,0.784,0.051,-0.7269,Negative
"When I'm a little older , I'm not interested in watching Mat Kilau on Netflix or the cinema . I am not sure to what extent the historical facts in this story are correct . How time has changed . I used to love this kind of",0.093,0.815,0.092,0.2453,Positive
"I don't know , even for me the Mat Kilau is normal , but I give more credit after watching Zhaf's talk with Syamsul Yusof . When I saw syamsul explain , I understood that the movie should be able to go further , but there were many factors that prevented it , but syamsul still did his best . That's right",0,0.816,0.184,0.8954,Positive
"I've seen the Mat Kilau . Not the best . Air firce is not the best . Fortunately , I want to look at sukhoi so it's a little better . Overrated 2 movies",0.205,0.669,0.127,-0.5522,Negative
"Yeah . So I think the opinion that you see on Netflix that Mat Kilau is the best is not wrong . The vibes you see on the stage & TV/phone screen are completely different . I tried to check the KKN in Desa Penari and I fell asleep . The general public knows that Netflix full movie . It's not like in the cinema , many scenes are cut here . ",0.061,0.81,0.129,0.695,Positive
Why doesn't it come out on netflix?,0,1,0,0,Neutral
i actually don't care if this Mat Kilau is good or not all i care is Malaysia is finally making a movie about historical figures fuck off with the choreography or cinematography,0.239,0.682,0.079,-0.7056,Negative
"What I can say is that people who watch Mat Kilau on Netflix are suddenly the greatest movie critic . Comparing with the best Hollywood movies . First , compare it with local films . It's a huge step up from the film Rempit &",0.045,0.726,0.229,0.8625,Positive
"I don't know , I do enjoy Mat Kilau on Netflix , expect a movie from SY , it's a bit like his style , my parents enjoy , I'm enjoying , the fighting so nice , the cine not bad actually , actors n acting",0.168,0.564,0.268,0.6819,Positive
I didn't see the Mat Kilau . ,0,1,0,0,Neutral
But we see still far away better than your silly movie like mat,0,0.548,0.452,0.8047,Positive
Mat Kilau is an action comic book superhero movie . It's missing a grounded character who subtly breaks the 4th wall & it'd be perfect . Was laughing,0.073,0.698,0.229,0.6908,Positive
I've seen Mat Kilau glitter in the cinema and on netflix In cinemas 3 . 5/5 On netflix 4/5 This movie makes martial arts look like this,0,0.906,0.094,0.3612,Positive
Good comment . Syamsul has to read the negative comments that build up his movie for his own good . Mat Kilau's success now is due to other factors . The quality of this kind of film does not guarantee the success of his films in the future . He got it,0.09,0.693,0.218,0.8299,Positive
"Sm ppl on TW judge Mat Kilau but for me it such a good movie . Simple but enough with meaning and easy for young gene to understand . Yes maybe the CGI also script and action scene too cringe but come on how can u expect it is same level with hollywood movie , its just from local",0,0.819,0.181,0.9052,Positive
100 million luster mat? Idk why collect that much but actually the movie is not that good . I'm glad I don't waste mine,0.147,0.614,0.239,0.5703,Positive
Why do people write Japanese movie Mat Kilau . I'm a Malaysian,0,1,0,0,Neutral
"The 2nd time I saw my children . . my mother also came up to give a lecture . . anything that reminds me of God is not Roblox . . that's why Mat Kilau is the best movie for me who is trying to understand about race , religion and",0,0.864,0.136,0.743,Positive
"Mat Kilau 7/10 , Abang long fadil 6/10 . My opinion , why brother long fadil is 6/10 because it's cliche . I don't know how people can rate 9/10 . The movie cycle is just the same as the mat saleh movie and some parts are not quite right",0,1,0,0,Neutral
"It may not be suitable for some people's expectations , we watch the movie for various purposes . The first time we saw Mat Kilau , the national hero , while watching the touching story of how our ancestors were killed at will . The 2nd time bring the children to get to know Mat",0.08,0.856,0.064,-0.2263,Negative
"I think the biggest turn off for the movie mat kilau tu is how inconsistent and different the way everyone talks . For a second speak basic Malay , for a second a bit modern . My brain can't enjoy the traditional vibe (??) they're trying to",0.071,0.929,0,-0.4567,Negative
"my review on mat kilau movie: can work harder on character development , background sound placement , camerawork , script . feel like everything is rushed son",0,0.898,0.102,0.3612,Positive
"As someone who watched Mat Kilau in cinemas TWICE!!! the dialogue and script really cringe buttttttttt the language and Malay dialect that were used is nicely done actually . It's a movie and it's only based on the true story , why",0,0.849,0.151,0.7633,Positive
"It's true , it really is way behind compared to braveheart or any other historical western movie . But its a step forward from our past . From rempit movies to hantu kak limah etc , now we are making much better quality movies that portray our local figures as",0,0.882,0.118,0.6956,Positive
What is the solution for the next movie from criticism,0.22,0.606,0.174,-0.1531,Negative
ash,0,1,0,0,Neutral
"I think they know Mat Kilau glitter because the movie has another name , who can remember . and some of them who people consider Malay warriors are actually 'landlords' to collect taxes . so when the British came to take over tax Mat Kilaurs , people started struggling . even though 2 times",0.057,0.943,0,-0.4215,Negative
"Unpopular opinion . Mat Kilau is a propaganda movie for UMNO , PAS and other political groups that are based on Malay centric",0.095,0.905,0,-0.25,Negative
Have to say Mat Kilau is,0,1,0,0,Neutral
"hopefully there'd be more proper adaptations of our local heroes , but maybe the next ones will be for other filmmakers to give them justice . sad really , cuz i really love the story of mat kilau as a kid . but then to see him being used as a propa movie this way kinda breaks me",0.063,0.704,0.233,0.9019,Positive
bcs i feel like the patriotism in me is woken up by watching mat kilau bcs its been years since the last time i watched movies like that,0,0.828,0.172,0.6124,Positive
"definitely not the worst we've seen in terms of filmmaking , but the message of the movie itself is the main problematic thing that some of us have been criticizing against . we for sure wouldn't want to see more of the agenda-pushing ideas of SY's mat kilau to be prevalent",0.144,0.737,0.119,-0.3582,Negative
"Mat Kilau cinematography is on a level where it is accepted and I will attack any other movies that leave the movie 'flat' because they are lazy . In their case , the black levels were",0.184,0.759,0.057,-0.5719,Negative
"okay but why's everyone saying watching mat kilau on netflix is . . . yk for me it was the best experience . well maybe because I rarely watch movies . but overall i'm okay with it other people's opinion"" right? shaky camera"" is normal , malay movies",0.046,0.711,0.242,0.872,Positive
I've watched it for free on Netflix and then it's noisy . I'm thankful that the director is right that this movie is playing on Netflix . Do you know how big the budget is for this movie? Almost the same Hollywood level . Many are willing to fight for seats for the movie mat,0.072,0.782,0.146,0.6705,Positive
One more thing about this movie Mat kilau is their script! The script could have sounded more classic . I don't . It's like a member talking to a sitting member,0.088,0.912,0,-0.3404,Negative
"Movie Mat Kilau , if you have vertigo , don't watch it . Keluaq wayang confirmed that the world is upside down . I can even watch part of the fight scene and feel dizzy",0.138,0.862,0,-0.5423,Negative
All those who cursed Mat Kilau movie are those who just watched it on Netflix . . not those who watched it at the cinema . . Why eh?? Can anyone give a reasonable explanation,0,1,0,0,Neutral
"I now conclude that some Malaysians don't know how to delve into history and literally make fun of everything , what's so funny about Mat Kilau? It's a good historical movie with tons of heartfelt moments and",0,0.691,0.309,0.9252,Positive
"If you cringe , don't worry . Alas . I can't see netflix JEEEE . If it doesn't come out on netflix , I don't know about this Mat Kilau movie . WEAK . Don't criticize let it be in the circle of people bro",0.086,0.761,0.152,0.1952,Positive
I will try giving a chance to Mat Kilau movie . tomorrow,0,0.614,0.386,0.5267,Positive
"Movie is a form of art . And art , as we know , is subjective . So he's so eager to dictate what's best or not best on behalf of others that it's up to his throat . My opinion about Mat Kilau is only one , his camera work makes me dizzy",0.033,0.756,0.21,0.9016,Positive
